"","Produkt","Kategoria","Segment","Sprzedaz2013","Sprzedaz2014","Marza2013","Marza2014","Sztuki2013","Sztuki2014"
"1156","Produkt 21","Skin care","Sun care","825","466",371,140,298,196
"1157","Produkt 26","Skin care","Hand and body care","695","642",312,220,324,311
"1158","Produkt 1","Skin care","Facial care","677","125",304,34,260,51
"1159","Produkt 6","Skin care","Sun care","159","546",70,219,71,203
"1160","Produkt 11","Skin care","Hand and body care","477","182",213,55,173,72
"1161","Produkt 16","Skin care","Facial care","54","152",23,-3,19,52
"1162","Produkt 21","Skin care","Sun care","130","12",58,-7,45,5
"1163","Produkt 26","Skin care","Hand and body care","115","1,013",51,436,42,392
"1164","Produkt 1","Skin care","Facial care","359","837",161,357,157,316
"1165","Produkt 6","Skin care","Sun care","470","108",211,-11,158,38
"1166","Produkt 11","Skin care","Hand and body care","576","75",259,7,234,28
"1167","Produkt 16","Skin care","Facial care","32","445",13,146,12,156
"1168","Produkt 21","Skin care","Sun care","5","590",0,227,2,237
"1169","Produkt 26","Skin care","Hand and body care","610","1,007",275,429,216,339
"1170","Produkt 1","Skin care","Facial care","385","307",172,106,169,104
"1171","Produkt 6","Skin care","Sun care","55","510",23,176,25,204
"1172","Produkt 11","Skin care","Hand and body care","453","674",203,276,206,310
"1173","Produkt 16","Skin care","Facial care","202","534",90,195,85,260
"1174","Produkt 21","Skin care","Sun care","188","274",83,78,71,99
"1175","Produkt 26","Skin care","Hand and body care","865","407",389,168,293,195
"1176","Produkt 1","Skin care","Facial care","384","829",171,345,131,345
"1177","Produkt 6","Skin care","Sun care","658","984",295,400,285,331
"1178","Produkt 11","Skin care","Hand and body care","868","14",390,-39,361,5
"1179","Produkt 16","Skin care","Facial care","268","474",120,152,111,167
"1180","Produkt 21","Skin care","Sun care","509","27",228,-46,247,13
"1181","Produkt 26","Skin care","Hand and body care","214","698",96,295,77,270
"1182","Produkt 1","Skin care","Facial care","365","265",163,61,147,116
"1183","Produkt 6","Skin care","Sun care","63","346",27,90,27,121
"1184","Produkt 11","Skin care","Hand and body care","41","208",17,47,15,102
"1185","Produkt 16","Skin care","Facial care","813","6",366,-64,382,2
"1186","Produkt 21","Skin care","Sun care","527","19",237,-28,258,8
"1187","Produkt 26","Skin care","Hand and body care","339","771",152,281,144,359
"1188","Produkt 1","Skin care","Facial care","636","601",285,247,269,283
"1189","Produkt 6","Skin care","Sun care","147","626",65,224,52,273
"1190","Produkt 11","Skin care","Hand and body care","103","817",46,327,42,273
"1191","Produkt 16","Skin care","Facial care","215","1,025",97,428,91,478
"1192","Produkt 21","Skin care","Sun care","699","63",313,9,332,28
"1193","Produkt 26","Skin care","Hand and body care","889","436",398,129,396,156
"1194","Produkt 1","Skin care","Facial care","878","783",394,316,404,288
"1195","Produkt 6","Skin care","Sun care","412","258",184,44,177,95
"1196","Produkt 11","Skin care","Hand and body care","821","443",368,173,340,211
"1197","Produkt 16","Skin care","Facial care","724","1,017",325,398,323,454
"1198","Produkt 21","Skin care","Sun care","794","709",356,300,278,258
"1199","Produkt 26","Skin care","Hand and body care","27","857",12,340,10,290
"1200","Produkt 1","Skin care","Facial care","159","781",71,326,54,273
"1201","Produkt 6","Skin care","Sun care","580","1,040",260,443,245,511
"1202","Produkt 11","Skin care","Hand and body care","266","674",119,281,106,333
"1203","Produkt 16","Skin care","Facial care","804","304",360,98,304,121
"1204","Produkt 21","Skin care","Sun care","623","747",279,293,215,316
"1205","Produkt 26","Skin care","Hand and body care","187","997",82,407,71,470
"1206","Produkt 1","Skin care","Facial care","922","812",415,327,321,360
"1207","Produkt 6","Skin care","Sun care","56","48",24,-15,24,18
"1208","Produkt 11","Skin care","Hand and body care","62","154",26,17,21,75
"1209","Produkt 16","Skin care","Facial care","712","876",320,386,290,330
"1210","Produkt 21","Skin care","Sun care","365","365",164,131,179,135
"1211","Produkt 21","Skin care","Sun care","803","15",361,-2,313,6
"1212","Produkt 26","Skin care","Hand and body care","879","607",394,219,361,243
"1213","Produkt 1","Skin care","Facial care","836","250",375,85,376,93
"1214","Produkt 6","Skin care","Sun care","478","327",214,93,200,148
"1215","Produkt 11","Skin care","Hand and body care","489","289",219,82,169,120
"1216","Produkt 16","Skin care","Facial care","246","624",110,243,85,230
"1217","Produkt 21","Skin care","Sun care","22","691",8,270,8,246
"1218","Produkt 26","Skin care","Hand and body care","245","489",109,158,84,212
"1219","Produkt 1","Skin care","Facial care","830","716",373,313,376,286
"1220","Produkt 6","Skin care","Sun care","414","576",186,226,157,255
"1221","Produkt 11","Skin care","Hand and body care","739","1,081",332,475,261,389
"1222","Produkt 16","Skin care","Facial care","505","831",226,358,251,355
"1223","Produkt 21","Skin care","Sun care","670","608",301,245,261,239
"1224","Produkt 26","Skin care","Hand and body care","733","567",330,182,273,263
"1225","Produkt 1","Skin care","Facial care","464","41",209,5,183,14
"1226","Produkt 6","Skin care","Sun care","597","1,097",268,427,287,372
"1227","Produkt 11","Skin care","Hand and body care","879","1,089",395,443,391,528
"1228","Produkt 16","Skin care","Facial care","376","208",167,58,133,80
"1229","Produkt 21","Skin care","Sun care","950","835",427,356,401,341
"1230","Produkt 26","Skin care","Hand and body care","730","508",327,154,289,180
"1231","Produkt 1","Skin care","Facial care","528","853",237,353,255,373
"1232","Produkt 6","Skin care","Sun care","252","654",112,272,99,301
"1233","Produkt 11","Skin care","Hand and body care","415","207",185,58,207,85
"1234","Produkt 16","Skin care","Facial care","773","78",348,19,273,33
"1235","Produkt 21","Skin care","Sun care","198","738",88,285,86,266
"1236","Produkt 26","Skin care","Hand and body care","35","619",15,248,14,213
"1237","Produkt 1","Skin care","Facial care","173","176",77,44,60,74
"1238","Produkt 6","Skin care","Sun care","845","880",380,328,393,390
"1239","Produkt 11","Skin care","Hand and body care","696","766",312,282,251,279
"1240","Produkt 16","Skin care","Facial care","710","2",318,-61,269,1
"1241","Produkt 21","Skin care","Sun care","211","1,015",95,440,73,405
"1242","Produkt 26","Skin care","Hand and body care","29","460",12,149,14,204
"1243","Produkt 1","Skin care","Facial care","154","784",68,310,72,267
"1244","Produkt 6","Skin care","Sun care","547","488",246,186,239,195
"1245","Produkt 11","Skin care","Hand and body care","148","926",66,394,57,317
"1246","Produkt 16","Skin care","Facial care","2","149",1,20,1,59
"1247","Produkt 21","Skin care","Sun care","573","962",256,394,210,408
"1248","Produkt 26","Skin care","Hand and body care","328","567",146,210,140,193
"1249","Produkt 1","Skin care","Facial care","448","563",200,197,152,210
"1250","Produkt 6","Skin care","Sun care","797","220",358,53,359,81
"1251","Produkt 11","Skin care","Hand and body care","230","628",103,249,94,285
"1252","Produkt 16","Skin care","Facial care","540","585",242,237,187,261
"1253","Produkt 21","Skin care","Sun care","185","359",83,88,62,122
"1254","Produkt 26","Skin care","Hand and body care","797","991",359,374,389,361
"1255","Produkt 1","Skin care","Facial care","755","923",340,398,275,318
"1256","Produkt 6","Skin care","Sun care","868","914",389,354,397,327
"1257","Produkt 11","Skin care","Hand and body care","467","848",209,339,190,339
"1258","Produkt 16","Skin care","Facial care","994","405",446,113,432,163
"1259","Produkt 21","Skin care","Sun care","953","582",428,256,430,231
"1260","Produkt 26","Skin care","Hand and body care","124","126",54,-3,53,57
"1261","Produkt 1","Skin care","Facial care","629","467",283,170,226,187
"1262","Produkt 6","Skin care","Sun care","677","36",303,-1,297,15
"1263","Produkt 11","Skin care","Hand and body care","211","121",95,10,72,49
"1264","Produkt 16","Skin care","Facial care","557","152",250,22,227,68
"1265","Produkt 21","Skin care","Sun care","125","40",55,-8,48,19
"1266","Produkt 26","Skin care","Hand and body care","816","209",365,58,280,77
"1267","Produkt 1","Skin care","Facial care","210","651",93,232,83,254
"1268","Produkt 6","Skin care","Sun care","580","256",260,75,210,118
"1269","Produkt 11","Skin care","Hand and body care","637","1,094",285,459,260,435
"1270","Produkt 16","Skin care","Facial care","758","51",340,9,274,25
"1271","Produkt 21","Skin care","Sun care","735","408",330,158,341,149
"1272","Produkt 26","Skin care","Hand and body care","930","719",418,272,348,353
"1273","Produkt 1","Skin care","Facial care","118","1,040",53,415,54,450
"1274","Produkt 6","Skin care","Sun care","689","384",309,133,325,191
"1275","Produkt 11","Skin care","Hand and body care","357","715",159,266,144,260
"1276","Produkt 16","Skin care","Facial care","772","830",347,332,360,325
"1277","Produkt 21","Skin care","Sun care","880","1,014",395,388,328,346
"1278","Produkt 26","Skin care","Hand and body care","195","439",87,158,81,175
"1279","Produkt 1","Skin care","Facial care","430","789",193,306,208,303
"1280","Produkt 6","Skin care","Sun care","502","1,053",225,438,220,363
"1281","Produkt 11","Skin care","Hand and body care","111","533",50,177,51,212
"1282","Produkt 16","Skin care","Facial care","174","579",77,225,62,288
"1283","Produkt 21","Skin care","Sun care","664","230",299,69,223,89
"1284","Produkt 26","Skin care","Hand and body care","466","226",209,53,229,96
"1285","Produkt 1","Skin care","Facial care","89","1,076",38,478,44,482
"1286","Produkt 6","Skin care","Sun care","393","115",176,4,154,41
"1287","Produkt 11","Skin care","Hand and body care","553","525",249,194,203,212
"1288","Produkt 16","Skin care","Facial care","556","700",250,278,275,298
"1289","Produkt 21","Skin care","Sun care","446","497",200,187,195,191
"1290","Produkt 26","Skin care","Hand and body care","421","625",188,227,161,224
"1291","Produkt 1","Skin care","Facial care","481","174",215,53,204,80
"1292","Produkt 6","Skin care","Sun care","657","883",294,382,319,301
"1293","Produkt 11","Skin care","Hand and body care","658","793",296,329,225,337
"1294","Produkt 16","Skin care","Facial care","89","487",38,194,43,165
"1295","Produkt 21","Skin care","Sun care","301","42",136,-8,109,14
"1296","Produkt 26","Skin care","Hand and body care","378","363",169,91,151,141
"1297","Produkt 1","Skin care","Facial care","963","214",432,55,447,82
"1298","Produkt 6","Skin care","Sun care","449","1,047",202,422,187,408
"1299","Produkt 11","Skin care","Sun care","110","732",49,315,49,275
"1300","Produkt 20","Personal care","Baby care","409","292",182,92,177,127
"1301","Produkt 25","Personal care","Bath and shower products","143","271",64,80,50,126
"1302","Produkt 30","Personal care","Deodorants","97","6",43,-60,46,3
"1303","Produkt 5","Personal care","Grooming/Shaving","400","859",179,364,163,374
"1304","Produkt 10","Personal care","Baby care","946","194",425,16,449,65
"1305","Produkt 15","Personal care","Bath and shower products","227","155",102,18,91,70
"1306","Produkt 20","Personal care","Deodorants","79","383",35,116,39,150
"1307","Produkt 25","Personal care","Grooming/Shaving","733","559",328,233,305,211
"1308","Produkt 30","Personal care","Baby care","839","716",377,288,287,358
"1309","Produkt 5","Personal care","Bath and shower products","995","703",447,268,359,266
"1310","Produkt 10","Personal care","Deodorants","966","409",434,125,362,164
"1311","Produkt 15","Personal care","Grooming/Shaving","903","794",406,299,316,298
"1312","Produkt 20","Personal care","Baby care","732","105",329,5,358,40
"1313","Produkt 25","Personal care","Bath and shower products","209","395",94,111,71,158
"1314","Produkt 30","Personal care","Deodorants","494","937",222,383,210,425
"1315","Produkt 5","Personal care","Grooming/Shaving","942","223",423,63,385,102
"1316","Produkt 10","Personal care","Baby care","3","352",1,117,1,120
"1317","Produkt 15","Personal care","Bath and shower products","351","1,026",156,404,132,423
"1318","Produkt 20","Personal care","Deodorants","606","182",273,61,291,75
"1319","Produkt 25","Personal care","Grooming/Shaving","299","278",134,76,107,103
"1320","Produkt 30","Personal care","Baby care","405","26",182,-29,136,12
"1321","Produkt 5","Personal care","Bath and shower products","589","675",265,243,262,251
"1322","Produkt 10","Personal care","Deodorants","469","830",210,339,200,279
"1323","Produkt 15","Personal care","Grooming/Shaving","569","7",255,-28,246,3
"1324","Produkt 20","Personal care","Baby care","486","1,016",217,415,194,476
"1325","Produkt 25","Personal care","Bath and shower products","39","943",17,359,14,327
"1326","Produkt 30","Personal care","Deodorants","946","103",425,4,386,36
"1327","Produkt 5","Personal care","Grooming/Shaving","857","82",384,13,302,32
"1328","Produkt 10","Personal care","Baby care","889","771",398,310,369,293
"1329","Produkt 15","Personal care","Bath and shower products","9","785",3,292,4,304
"1330","Produkt 20","Personal care","Deodorants","608","933",272,357,263,430
"1331","Produkt 25","Personal care","Grooming/Shaving","925","703",415,255,328,245
"1332","Produkt 30","Personal care","Baby care","428","229",192,37,204,98
"1333","Produkt 5","Personal care","Bath and shower products","548","16",246,-50,204,7
"1334","Produkt 10","Personal care","Deodorants","912","867",409,350,323,413
"1335","Produkt 15","Personal care","Grooming/Shaving","710","925",319,379,289,331
"1336","Produkt 20","Personal care","Baby care","522","625",235,254,224,308
"1337","Produkt 25","Personal care","Bath and shower products","718","64",322,1,263,29
"1338","Produkt 30","Personal care","Deodorants","801","624",360,250,301,302
